_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands
5882,spacebud #5882,frog,orange,classic,background,green,belt,pipe,red,none,none,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,axe,none
5883,spacebud #5883,robot,black,laughing,background,dark,belt,pipe,red,chestplate ,green,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
5884,spacebud #5884,lion,brown,joking,background,blue,belt,pipe,light,chestplate ,red,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,4,none,none,bazooka
5885,spacebud #5885,ape,orange,angry,background,purple,belt,pipe,purple,none,none,none,n/a,gloves,blue,camo,none,camo suit,light,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flowers,none,none
5886,spacebud #5886,lion,blue,amazed,background,blue,belt,pipe,blue,chestplate ,red,none,n/a,gloves,pink,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5887,spacebud #5887,robot,yellow,confused,background,cyan,belt,pipe,light,chestplate ,red,covered helmet,classic,gloves,blue,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5888,spacebud #5888,tiger,yellow,joking,background,cyan,belt,none,purple,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5889,spacebud #5889,lion,pink,serious,background,blue,belt,none,none,chestplate ,blue,none,n/a,gloves,light,star,star suit,none,red,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,flag,revolver,none
5890,spacebud #5890,alien,red,joking,background,green,belt,pipe,light,chestplate ,purple,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,flag,none
5891,spacebud #5891,ape,brown,superior,background,green,belt,pipe,cyan,chestplate ,yellow,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5892,spacebud #5892,robot,pink,angry,background,dark,belt,pipe,light,chestplate ,purple,covered helmet,classic,gloves,blue,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5893,spacebud #5893,dog,blue,joking,background,cyan,belt,pipe,purple,chestplate ,orange,covered helmet,classic,gloves,light,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,sword,classic,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,classic sword,none
5894,spacebud #5894,alien,purple,happy,background,purple,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,amulet,hockey stick,none
5895,spacebud #5895,shark,gray,classic,background,green,belt,pipe,red,none,none,none,n/a,gloves,red,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5896,spacebud #5896,cat,yellow,sad,special background,orange gradient,belt,pipe,blue,chestplate ,blue,none,n/a,gloves,black,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5897,spacebud #5897,ape,blue,shy,background,dark,none,none,none,chestplate ,orange,none,n/a,gloves,red,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,4,wine,none,none
5898,spacebud #5898,alien,red,angry,background,dark,belt,pipe,green,chestplate ,red,covered helmet,classic,gloves,green,star,star suit,none,blue,watch,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none
5899,spacebud #5899,fish,pink,classic,background,purple,belt,none,green,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5900,spacebud #5900,frog,blue,classic,special background,blue gradient,belt,none,none,chestplate ,orange,none,n/a,gloves,blue,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5901,spacebud #5901,arcane,green,classic,special background,blue circular gradient,belt,pipe,cyan,none,none,covered helmet,n/a,gloves,pink,camo,none,camo suit,brown,none,none,special background,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
5902,spacebud #5902,ape,purple,angry,special background,blue gradient,belt,none,cyan,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,special background,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,5,candle,none,none
5903,spacebud #5903,parrot,black,classic,background,blue,belt,pipe,blue,none,none,none,n/a,gloves,pink,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5904,spacebud #5904,ape,brown,superior,background,green,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,blue,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5905,spacebud #5905,tiger,red,angry,background,green,belt,pipe,green,chestplate ,red,covered helmet,classic,gloves,blue,star,star suit,none,blue,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,6,none,none,bazooka
5906,spacebud #5906,parrot,red,classic,background,cyan,belt,none,none,chestplate ,orange,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5907,spacebud #5907,frog,blue,classic,background,green,belt,none,none,chestplate ,blue,none,n/a,gloves,green,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,sword,ice,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,frozen sword,none,none
5908,spacebud #5908,parrot,blue,classic,background,cyan,belt,pipe,light,chestplate ,purple,none,n/a,gloves,green,camo,none,camo suit,green,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none
5909,spacebud #5909,cat,yellow,joking,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5910,spacebud #5910,ape,orange,shy,background,cyan,belt,pipe,black,chestplate ,yellow,none,n/a,gloves,red,camo,none,camo suit,green,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,5,none,none,bazooka
5911,spacebud #5911,ape,blue,shocked,background,dark,belt,none,none,chestplate ,red,covered helmet,classic,gloves,green,camo,none,camo suit,blue,none,none,none,amulet,neck,none,none,none,none,none,sword,fire,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,flaming sword,none,none
5912,spacebud #5912,arcane,purple,classic,background,purple,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,classic blue pistol,flag,none
5913,spacebud #5913,parrot,black,classic,background,cyan,none,none,none,chestplate ,red,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,classic gold cardano coin,none,none
5914,spacebud #5914,frog,purple,classic,background,cyan,belt,none,purple,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none
5915,spacebud #5915,alien,red,joking,background,blue,belt,pipe,red,chestplate ,green,none,n/a,gloves,black,camo,none,camo suit,brown,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,5,none,none,bazooka
5916,spacebud #5916,alien,pink,happy,background,green,none,none,none,chestplate ,green,none,n/a,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5917,spacebud #5917,lion,pink,amazed,background,green,belt,pipe,light,chestplate ,blue,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
5918,spacebud #5918,robot,yellow,angry,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,pink pistol,hockey stick,none
5919,spacebud #5919,tiger,blue,angry,background,dark,belt,none,green,none,none,none,n/a,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,revolver,none
5920,spacebud #5920,alien,pink,amazed,background,green,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,green,star,star suit,none,light,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,flag,none
5921,spacebud #5921,dog,white,serious,background,dark,none,none,none,none,none,covered helmet,classic,gloves,red,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
5922,spacebud #5922,elephant,classic,classic,background,purple,belt,none,none,chestplate ,yellow,none,n/a,gloves,blue,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,revolver,none,none,none,n/a,umbrella,green,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,revolver,green umbrella,none
5923,spacebud #5923,alien,red,happy,background,green,belt,pipe,green,chestplate ,yellow,none,n/a,gloves,green,camo,none,camo suit,blue,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,revolver,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,7,wine,revolver,none
5924,spacebud #5924,alien,red,angry,background,purple,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,yellow,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,yellow umbrella,none
5925,spacebud #5925,frog,blue,classic,special background,blue gradient,belt,pipe,green,chestplate ,orange,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,pink pistol,none,none
5926,spacebud #5926,ape,orange,shy,background,purple,belt,none,none,chestplate ,green,covered helmet,classic,gloves,green,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
5927,spacebud #5927,fish,classic,classic,background,purple,belt,pipe,blue,chestplate ,purple,none,n/a,gloves,light,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
