_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
5614,spacebud #5614,bear,brown,happy,background,green,none,none,none,chestplate ,blue,none,n/a,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,eye patch,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,classic sword,none,n/a
5615,spacebud #5615,robot,white,angry,background,purple,belt,none,red,none,none,covered helmet,classic,gloves,blue,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,none,hockey stick,none,n/a
5616,spacebud #5616,dog,white,angry,special background,orange gradient,belt,pipe,light,chestplate ,orange,none,n/a,gloves,green,camo,none,camo suit,blue,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5617,spacebud #5617,dog,black,serious,background,blue,belt,pipe,cyan,chestplate ,orange,none,n/a,gloves,pink,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5618,spacebud #5618,dog,white,joking,background,blue,belt,pipe,blue,chestplate ,purple,covered helmet,classic,gloves,green,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5619,spacebud #5619,robot,yellow,angry,background,dark,belt,none,none,chestplate ,red,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,4,wine,none,none,n/a
5620,spacebud #5620,dog,black,serious,background,green,belt,none,none,chestplate ,red,none,n/a,gloves,blue,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5621,spacebud #5621,dog,light,angry,background,dark,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,4,none,none,bazooka,n/a
5622,spacebud #5622,cat,yellow,sad,background,blue,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,blue,star,star suit,none,yellow,none,none,none,amulet,neck,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,7,jo-jo,none,none,n/a
5623,spacebud #5623,bear,red,angry,background,purple,belt,pipe,light,none,none,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,flowers,none,none,n/a
5624,spacebud #5624,alien,pink,amazed,background,blue,belt,pipe,cyan,chestplate ,blue,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5625,spacebud #5625,tiger,yellow,joking,background,green,belt,pipe,red,chestplate ,blue,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5626,spacebud #5626,tiger,blue,sad,background,cyan,belt,pipe,light,chestplate ,orange,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5627,spacebud #5627,lion,gray,serious,background,green,belt,pipe,light,chestplate ,green,none,n/a,gloves,blue,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,umbrella,blue,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,blue umbrella,none,n/a
5628,spacebud #5628,bear,red,angry,background,dark,belt,pipe,black,chestplate ,blue,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink cardano coin,none,none,n/a
5629,spacebud #5629,alien,red,happy,background,purple,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,pink,classic,none,none,pink,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5630,spacebud #5630,cat,red,angry,background,dark,belt,pipe,light,chestplate ,blue,none,n/a,gloves,green,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,flag,none,n/a
5631,spacebud #5631,alien,yellow,angry,background,blue,belt,none,none,chestplate ,yellow,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5632,spacebud #5632,cat,red,joking,background,dark,belt,none,none,chestplate ,purple,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,flag,none,n/a
5633,spacebud #5633,ape,brown,superior,background,green,belt,none,green,none,none,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
5634,spacebud #5634,dog,light,happy,background,dark,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,purple,camo,none,camo suit,blue,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
5635,spacebud #5635,cat,gray,angry,background,blue,none,none,none,chestplate ,yellow,covered helmet,n/a,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5636,spacebud #5636,cat,black,joking,background,purple,belt,none,none,chestplate ,green,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc,n/a
5637,spacebud #5637,cat,yellow,sad,background,cyan,belt,pipe,blue,none,none,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5638,spacebud #5638,arcane,green,classic,background,cyan,belt,pipe,cyan,chestplate ,orange,none,n/a,gloves,black,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5639,spacebud #5639,tiger,blue,angry,background,blue,belt,none,pink,none,none,covered helmet,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,pink pistol,none,none,n/a
5640,spacebud #5640,cat,yellow,sad,background,dark,belt,pipe,red,chestplate ,green,covered helmet,classic,gloves,red,star,star suit,none,green,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
5641,spacebud #5641,robot,orange,confused,background,green,belt,pipe,black,chestplate ,yellow,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,wool boots,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,orange,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,orange umbrella,none,n/a
5642,spacebud #5642,parrot,mint,classic,background,purple,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
5643,spacebud #5643,parrot,blue,classic,special background,blue star gradient,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,6,baguette,classic sword,none,n/a
5644,spacebud #5644,ape,orange,angry,background,purple,belt,pipe,black,chestplate ,green,none,n/a,gloves,blue,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5645,spacebud #5645,alien,yellow,happy,background,purple,none,none,none,chestplate ,blue,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5646,spacebud #5646,cat,red,joking,background,purple,belt,pipe,cyan,chestplate ,purple,covered helmet,classic,gloves,blue,classic,none,none,pink,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5647,spacebud #5647,shark,gray,classic,background,blue,belt,none,none,chestplate ,green,covered helmet,classic,gloves,purple,star,star suit,none,green,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,amulet,revolver,none,n/a
5648,spacebud #5648,dog,pink,happy,background,cyan,belt,pipe,green,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc,n/a
5649,spacebud #5649,dog,blue,joking,background,blue,belt,none,blue,none,none,none,n/a,gloves,black,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,harpoon,classic,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gray harpoon,flag,none,n/a
5650,spacebud #5650,parrot,mint,classic,background,dark,belt,pipe,blue,chestplate ,purple,covered helmet,classic,gloves,green,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5651,spacebud #5651,tiger,blue,happy,background,blue,none,none,none,none,none,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
5652,spacebud #5652,alien,purple,angry,background,dark,belt,none,none,chestplate ,blue,none,n/a,gloves,light,star,star suit,none,blue,none,none,none,amulet,neck,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,flag,none,n/a
5653,spacebud #5653,elephant,classic,classic,background,green,belt,pipe,green,none,none,none,n/a,gloves,light,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic blue pistol,none,none,n/a
5654,spacebud #5654,cat,black,angry,background,blue,belt,pipe,black,none,none,covered helmet,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,revolver,none,none,n/a
5655,spacebud #5655,cat,red,joking,background,blue,none,none,none,chestplate ,red,covered helmet,n/a,gloves,blue,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
5656,spacebud #5656,arcane,black,classic,background,cyan,belt,pipe,green,none,none,covered helmet,pink,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5657,spacebud #5657,robot,black,happy,background,dark,none,none,none,chestplate ,green,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5658,spacebud #5658,tiger,yellow,angry,background,green,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
5659,spacebud #5659,elephant,classic,classic,background,purple,belt,none,none,chestplate ,orange,none,n/a,gloves,blue,star,star suit,none,light,watch,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
